日付け,終値,始値,高値,安値,変化率
20240510,5222.68,5225.49,5239.66,5209.68,0.0016
20240509,5214.08,5189.03,5215.30,5180.41,0.0051
20240508,5187.67,5168.98,5191.95,5165.86,0.0
20240507,5187.70,5187.20,5200.23,5178.96,0.0013
20240506,5180.74,5142.42,5181.00,5142.42,0.0103
20240503,5127.79,5122.78,5139.12,5101.22,0.0126
20240502,5064.20,5049.32,5073.21,5011.05,0.0091
20240501,5018.39,5029.03,5096.12,5013.45,-0.0034000000000000002
20240430,5035.69,5103.78,5110.83,5035.31,-0.015700000000000002
20240429,5116.17,5114.13,5123.49,5088.65,0.0032
20240426,5099.96,5084.65,5114.62,5073.14,0.0102
20240425,5048.42,5019.88,5057.75,4990.58,-0.0046
20240424,5071.63,5084.86,5089.48,5047.02,0.0002
20240423,5070.55,5028.85,5076.12,5027.96,0.012
20240422,5010.60,4987.33,5038.84,4969.40,0.0087
20240419,4967.23,5005.44,5019.02,4953.56,-0.0088
20240418,5011.12,5031.52,5056.66,5001.89,-0.0022
20240417,5022.21,5068.97,5077.96,5007.25,-0.0058
20240416,5051.41,5064.59,5079.84,5039.83,-0.0021
20240415,5061.82,5149.67,5168.43,5052.47,-0.012
20240412,5123.41,5171.51,5175.03,5107.94,-0.0146
20240411,5199.06,5172.95,5211.78,5138.77,0.0074
20240410,5160.64,5167.88,5178.43,5138.70,-0.0095
20240409,5209.91,5217.03,5224.81,5160.78,0.0014000000000000002
20240408,5202.39,5211.37,5219.57,5197.35,-0.0004
20240405,5204.34,5158.95,5222.18,5157.21,0.0111
20240404,5147.21,5244.05,5256.59,5146.06,-0.0123
20240403,5211.49,5194.37,5228.75,5194.37,0.0011
20240402,5205.81,5204.29,5208.34,5184.05,-0.0072
20240401,5243.77,5257.97,5263.95,5229.20,-0.002
20240328,5254.35,5248.03,5264.85,5245.82,0.0011
20240327,5248.49,5226.31,5249.26,5213.92,0.0086
20240326,5203.58,5228.85,5235.16,5203.42,-0.0028000000000000004
20240325,5218.19,5219.52,5229.09,5216.09,-0.0031
20240322,5234.18,5242.48,5246.09,5229.87,-0.0014000000000000002
20240321,5241.53,5253.43,5261.10,5240.66,0.0032
20240320,5224.62,5181.69,5226.19,5171.55,0.0089
20240319,5178.51,5139.09,5180.31,5131.59,0.005600000000000001
20240318,5149.42,5154.77,5175.60,5145.47,0.0063
20240315,5117.09,5123.31,5136.86,5104.35,-0.006500000000000001
20240314,5150.48,5175.14,5176.85,5123.30,-0.0029
20240313,5165.31,5173.49,5179.14,5151.88,-0.0019
20240312,5175.27,5134.30,5179.87,5114.48,0.011200000000000002
20240311,5117.94,5111.96,5124.66,5091.14,-0.0011
20240308,5123.69,5164.46,5189.26,5117.50,-0.006500000000000001
20240307,5157.36,5132.38,5165.62,5128.21,0.0103
20240306,5104.76,5108.03,5127.97,5092.22,0.0051
20240305,5078.65,5110.52,5114.54,5056.82,-0.0102
20240304,5130.95,5130.99,5149.67,5127.18,-0.0012
20240301,5137.08,5098.51,5140.33,5094.16,0.008
20240229,5096.27,5085.36,5104.99,5061.89,0.0052
20240228,5069.76,5067.20,5077.37,5058.35,-0.0017000000000000001
20240227,5078.18,5074.60,5080.69,5057.29,0.0017000000000000001
20240226,5069.53,5093.00,5097.66,5068.91,-0.0038
20240223,5088.80,5100.92,5111.06,5081.46,0.0003
20240222,5087.03,5038.83,5094.39,5038.83,0.021099999999999997
20240221,4981.80,4963.03,4983.21,4946.00,0.0013
20240220,4975.51,4989.32,4993.71,4955.02,-0.006
20240216,5005.57,5031.13,5038.70,4999.52,-0.0048
20240215,5029.73,5003.14,5032.72,4999.44,0.0058
20240214,5000.62,4976.44,5002.52,4956.45,0.0096
20240213,4953.17,4967.94,4971.30,4920.31,-0.0137
20240212,5021.84,5026.83,5048.39,5016.83,-0.0009
20240209,5026.61,5004.17,5030.06,5000.34,0.005699999999999999
20240208,4997.91,4995.16,5000.40,4987.09,0.0006
20240207,4995.06,4973.05,4999.89,4969.05,0.008199999999999999
20240206,4954.23,4950.16,4957.77,4934.88,0.0023
20240205,4942.81,4957.19,4957.19,4918.09,-0.0032
20240202,4958.61,4916.06,4975.29,4907.99,0.010700000000000001
20240201,4906.19,4861.11,4906.97,4853.52,0.0125
20240131,4845.65,4899.19,4906.75,4845.15,-0.0161
20240130,4924.97,4925.89,4931.09,4916.27,-0.0006
20240129,4927.93,4892.95,4929.31,4887.40,0.0076
20240126,4890.97,4888.91,4906.69,4881.47,-0.0007000000000000001
20240125,4894.16,4886.66,4898.15,4869.34,0.0053
20240124,4868.55,4888.56,4903.68,4865.94,0.0008
20240123,4864.60,4856.80,4866.48,4844.37,0.0029
20240122,4850.43,4853.42,4868.41,4844.05,0.0022
20240119,4839.81,4796.28,4842.07,4785.87,0.0123
20240118,4780.94,4760.10,4785.79,4740.57,0.0088
20240117,4739.21,4739.13,4744.23,4714.82,-0.005600000000000001
20240116,4765.98,4772.35,4782.34,4747.12,-0.0037
20240112,4783.83,4791.18,4802.40,4768.98,0.0008
20240111,4780.24,4792.13,4798.50,4739.58,-0.0007000000000000001
20240110,4783.45,4759.94,4790.80,4756.20,0.005699999999999999
20240109,4756.50,4741.93,4765.47,4730.35,-0.0015
20240108,4763.54,4703.70,4764.54,4699.82,0.0141
20240105,4697.24,4690.57,4721.49,4682.11,0.0018
20240104,4688.68,4697.42,4726.78,4687.53,-0.0034000000000000002
20240103,4704.81,4725.07,4729.29,4699.71,-0.008
20240102,4742.83,4745.20,4754.33,4722.67,-0.005699999999999999
20231229,4769.83,4782.88,4788.43,4751.99,-0.0028000000000000004
20231228,4783.35,4786.44,4793.30,4780.98,0.0004
20231227,4781.58,4773.45,4785.39,4768.90,0.0014000000000000002
20231226,4774.75,4758.86,4784.72,4758.45,0.0042
20231222,4754.63,4753.92,4772.94,4736.77,0.0017000000000000001
20231221,4746.75,4724.29,4748.71,4708.35,0.0103
20231220,4698.35,4764.73,4778.01,4697.82,-0.0147
20231219,4768.37,4743.72,4768.69,4743.72,0.0059
20231218,4740.56,4725.58,4749.52,4725.58,0.0045000000000000005
20231215,4719.19,4714.23,4725.53,4704.69,-0.0001
20231214,4719.55,4721.04,4738.57,4694.34,0.0026
20231213,4707.09,4646.20,4709.69,4643.23,0.0137
20231212,4643.70,4618.30,4643.93,4608.09,0.0046
20231211,4622.44,4593.39,4623.71,4593.39,0.0039000000000000003
20231208,4604.37,4576.20,4609.23,4574.06,0.0040999999999999995
20231207,4585.59,4568.84,4590.92,4565.22,0.008
20231206,4549.34,4586.23,4590.74,4546.50,-0.0039000000000000003
20231205,4567.18,4557.25,4578.56,4551.68,-0.0006
20231204,4569.78,4564.37,4572.37,4546.72,-0.0054
20231201,4594.63,4559.43,4599.39,4554.71,0.0059
20231130,4567.80,4554.87,4569.89,4537.24,0.0038
20231129,4550.58,4571.84,4587.64,4547.15,-0.0009
20231128,4554.89,4545.55,4568.14,4540.51,0.001
20231127,4550.43,4554.86,4560.52,4546.32,-0.002
20231124,4559.34,4555.84,4560.31,4552.80,0.0006
20231122,4556.62,4553.04,4568.43,4545.05,0.0040999999999999995
20231121,4538.19,4538.77,4542.14,4525.51,-0.002
20231120,4547.38,4511.70,4557.11,4510.36,0.0074
20231117,4514.02,4509.55,4520.12,4499.66,0.0013
20231116,4508.24,4497.08,4511.99,4487.83,0.0012
20231115,4502.88,4505.30,4521.17,4495.31,0.0016
20231114,4495.70,4458.97,4508.67,4458.97,0.0191
20231113,4411.55,4406.66,4421.76,4393.82,-0.0008
20231110,4415.24,4364.15,4418.03,4353.34,0.015600000000000001
20231109,4347.35,4391.41,4393.40,4343.94,-0.008100000000000001
20231108,4382.78,4384.37,4391.20,4359.76,0.001
20231107,4378.38,4366.21,4386.26,4355.41,0.0028000000000000004
20231106,4365.98,4364.27,4372.21,4347.53,0.0018
20231103,4358.34,4334.23,4373.62,4334.23,0.009399999999999999
20231102,4317.78,4268.26,4319.72,4268.26,0.0189
20231101,4237.86,4201.27,4245.64,4197.74,0.0105
20231031,4193.80,4171.33,4195.55,4153.12,0.006500000000000001
20231030,4166.82,4139.39,4177.47,4132.94,0.012
20231027,4117.37,4152.93,4156.70,4103.78,-0.0048
20231026,4137.23,4175.99,4183.60,4127.90,-0.0118
20231025,4186.77,4232.42,4232.42,4181.42,-0.0143
20231024,4247.68,4235.79,4259.38,4219.43,0.0073
20231023,4217.04,4210.40,4255.84,4189.22,-0.0017000000000000001
20231020,4224.16,4273.85,4276.56,4223.03,-0.0126
20231019,4278.00,4321.36,4339.54,4269.69,-0.0085
20231018,4314.60,4357.35,4364.20,4303.84,-0.0134
20231017,4373.20,4345.23,4393.57,4337.54,-0.0001
20231016,4373.63,4342.37,4383.33,4342.37,0.0106
20231013,4327.78,4360.49,4377.10,4311.97,-0.005
20231012,4349.61,4380.94,4385.85,4325.43,-0.0062
20231011,4376.95,4366.59,4378.64,4345.34,0.0043
20231010,4358.24,4339.75,4385.46,4339.64,0.0052
20231009,4335.66,4289.02,4341.73,4283.79,0.0063
20231006,4308.50,4234.79,4324.10,4219.55,0.0118
20231005,4258.19,4259.31,4267.13,4225.91,-0.0013
20231004,4263.75,4233.83,4268.50,4220.48,0.008100000000000001
20231003,4229.45,4269.75,4281.15,4216.45,-0.0137
20231002,4288.39,4284.52,4300.58,4260.21,0.0001
20230929,4288.05,4328.18,4333.15,4274.86,-0.0027
20230928,4299.70,4269.65,4317.27,4264.38,0.0059
20230927,4274.51,4282.63,4292.07,4238.63,0.0002
20230926,4273.53,4312.88,4313.01,4265.98,-0.0147
20230925,4337.44,4310.62,4338.51,4302.70,0.004
20230922,4320.06,4341.74,4357.40,4316.49,-0.0023
20230921,4330.00,4374.36,4375.70,4329.17,-0.016399999999999998
20230920,4402.20,4452.81,4461.03,4401.38,-0.009399999999999999
20230919,4443.95,4445.41,4449.85,4416.61,-0.0022
20230918,4453.53,4445.13,4466.36,4442.11,0.0007000000000000001
20230915,4450.32,4497.98,4497.98,4447.21,-0.012199999999999999
20230914,4505.10,4487.78,4511.99,4478.69,0.0084
20230913,4467.44,4462.65,4479.39,4453.52,0.0012
20230912,4461.90,4473.27,4487.11,4456.83,-0.005699999999999999
20230911,4487.46,4480.98,4490.77,4467.89,0.0067
20230908,4457.49,4451.30,4473.53,4448.38,0.0014000000000000002
20230907,4451.14,4434.55,4457.81,4430.46,-0.0032
20230906,4465.48,4490.35,4490.35,4442.38,-0.006999999999999999
20230905,4496.83,4510.06,4514.29,4496.01,-0.0042
20230901,4515.77,4530.60,4541.25,4501.35,0.0018
20230831,4507.66,4517.01,4532.26,4507.39,-0.0016
20230830,4514.87,4500.34,4521.65,4493.59,0.0038
20230829,4497.63,4432.75,4500.14,4431.68,0.014499999999999999
20230828,4433.31,4426.03,4439.56,4414.98,0.0063
20230825,4405.71,4389.38,4418.46,4356.29,0.0067
20230824,4376.31,4455.16,4458.30,4375.55,-0.013500000000000002
20230823,4436.01,4396.44,4443.18,4396.44,0.011000000000000001
20230822,4387.55,4415.33,4418.59,4382.77,-0.0028000000000000004
20230821,4399.77,4380.28,4407.55,4360.30,0.0069
20230818,4369.71,4344.88,4381.82,4335.31,-0.0001
20230817,4370.36,4416.32,4421.17,4364.83,-0.0077
20230816,4404.33,4433.79,4449.95,4403.55,-0.0076
20230815,4437.86,4478.87,4478.87,4432.19,-0.0116
20230814,4489.72,4458.13,4490.33,4453.44,0.0058
20230811,4464.05,4450.69,4476.23,4443.98,-0.0011
20230810,4468.83,4487.16,4527.37,4457.92,0.0003
20230809,4467.71,4501.57,4502.44,4461.33,-0.006999999999999999
20230808,4499.38,4498.03,4503.31,4464.39,-0.0042
20230807,4518.44,4491.58,4519.84,4491.15,0.009000000000000001
20230804,4478.03,4513.96,4540.34,4474.55,-0.0053
20230803,4501.89,4494.27,4519.49,4485.54,-0.0025
20230802,4513.39,4550.93,4550.93,4505.75,-0.0138
20230801,4576.73,4578.83,4584.62,4567.53,-0.0027
20230731,4588.96,4584.82,4594.22,4573.14,0.0015
20230728,4582.23,4565.75,4590.16,4564.01,0.009899999999999999
20230727,4537.41,4598.26,4607.07,4528.56,-0.0064
20230726,4566.75,4558.96,4582.47,4547.58,-0.0002
20230725,4567.46,4555.19,4580.62,4552.42,0.0028000000000000004
20230724,4554.64,4543.39,4563.41,4541.29,0.004
20230721,4536.34,4550.16,4555.00,4535.79,0.0003
20230720,4534.87,4554.38,4564.74,4527.56,-0.0068000000000000005
20230719,4565.72,4563.87,4578.43,4557.48,0.0024
20230718,4554.98,4521.78,4562.30,4514.59,0.0070999999999999995
20230717,4522.79,4508.86,4532.85,4504.90,0.0039000000000000003
20230714,4505.42,4514.61,4527.76,4499.56,-0.001
20230713,4510.04,4491.50,4517.38,4489.36,0.0085
20230712,4472.16,4467.69,4488.34,4463.23,0.0074
20230711,4439.26,4415.55,4443.64,4408.46,0.0067
20230710,4409.53,4394.23,4412.60,4389.92,0.0024
20230707,4398.95,4404.54,4440.39,4397.40,-0.0029
20230706,4411.59,4422.62,4422.62,4385.05,-0.0079
20230705,4446.82,4442.04,4454.06,4436.61,-0.002
20230703,4455.59,4450.48,4456.46,4442.29,0.0012
20230630,4450.38,4422.44,4458.48,4422.44,0.0123
20230629,4396.44,4374.94,4398.39,4371.97,0.0045000000000000005
20230628,4376.86,4367.48,4390.35,4360.22,-0.0004
20230627,4378.41,4337.36,4384.42,4335.00,0.0115
20230626,4328.82,4344.84,4362.06,4328.08,-0.0045000000000000005
20230623,4348.33,4354.17,4366.55,4341.34,-0.0077
20230622,4381.89,4355.40,4382.25,4351.82,0.0037
20230621,4365.69,4380.01,4386.22,4360.14,-0.0052
20230620,4388.71,4396.11,4400.15,4367.19,-0.004699999999999999
20230616,4409.59,4440.95,4448.47,4407.44,-0.0037
20230615,4425.84,4365.33,4439.20,4362.60,0.012199999999999999
20230614,4372.59,4366.29,4391.82,4337.85,0.0008
20230613,4369.01,4352.61,4375.37,4349.31,0.0069
20230612,4338.93,4308.32,4340.13,4304.37,0.009300000000000001
20230609,4298.86,4304.88,4322.62,4291.70,0.0011
20230608,4293.93,4268.69,4298.01,4261.07,0.0062
20230607,4267.52,4285.47,4299.19,4263.96,-0.0038
20230606,4283.85,4271.34,4288.33,4263.09,0.0024
20230605,4273.79,4282.99,4299.28,4266.82,-0.002
20230602,4282.37,4241.01,4290.67,4241.01,0.014499999999999999
20230601,4221.02,4183.03,4232.43,4171.64,0.009899999999999999
20230531,4179.83,4190.74,4195.44,4166.15,-0.0060999999999999995
20230530,4205.52,4226.71,4231.10,4192.18,0.0
20230526,4205.45,4156.16,4212.87,4156.16,0.013000000000000001
20230525,4151.28,4155.71,4165.74,4129.73,0.0088
20230524,4115.24,4132.96,4132.96,4103.98,-0.0073
20230523,4145.58,4176.80,4185.68,4142.54,-0.011200000000000002
20230522,4192.63,4190.78,4209.22,4179.68,0.0002
20230519,4191.98,4204.15,4212.91,4180.20,-0.0014000000000000002
20230518,4198.05,4157.68,4202.20,4153.50,0.009399999999999999
20230517,4158.77,4122.85,4164.67,4113.62,0.011899999999999999
20230516,4109.90,4127.95,4135.54,4109.86,-0.0064
20230515,4136.28,4126.65,4141.25,4110.27,0.003
20230512,4124.08,4138.54,4143.74,4099.12,-0.0016
20230511,4130.62,4132.24,4132.80,4109.29,-0.0017000000000000001
20230510,4137.64,4143.74,4154.28,4098.92,0.0045000000000000005
20230509,4119.17,4124.25,4130.35,4116.65,-0.0046
20230508,4138.12,4136.98,4142.30,4123.81,0.0005
20230505,4136.25,4084.73,4147.02,4084.73,0.018500000000000003
20230504,4061.22,4082.55,4082.61,4048.28,-0.0072
20230503,4090.75,4122.25,4148.30,4088.86,-0.006999999999999999
20230502,4119.58,4164.10,4164.10,4089.72,-0.0116
20230501,4167.87,4166.79,4186.92,4164.12,-0.0004
20230428,4169.48,4129.63,4170.06,4127.18,0.0083
20230427,4135.35,4075.29,4138.24,4075.29,0.0196
20230426,4055.99,4087.78,4089.67,4049.35,-0.0038
20230425,4071.63,4126.43,4126.43,4071.38,-0.0158
20230424,4137.04,4132.07,4142.41,4117.77,0.0009
20230421,4133.52,4132.14,4138.02,4113.86,0.0009
20230420,4129.79,4130.48,4148.57,4114.57,-0.006
20230419,4154.52,4139.33,4162.57,4134.49,-0.0001
20230418,4154.87,4164.26,4169.48,4140.36,0.0009
20230417,4151.32,4137.17,4151.72,4123.18,0.0033
20230414,4137.64,4140.11,4163.19,4113.20,-0.0021
20230413,4146.22,4100.04,4150.26,4099.40,0.013300000000000001
20230412,4091.95,4121.72,4134.37,4086.94,-0.0040999999999999995
20230411,4108.94,4110.29,4124.26,4102.61,0.0
20230410,4109.11,4085.20,4109.50,4072.55,0.001
20230406,4105.02,4081.15,4107.32,4069.84,0.0036
20230405,4090.38,4094.50,4099.69,4072.56,-0.0025
20230404,4100.60,4128.03,4133.13,4086.87,-0.0058
20230403,4124.51,4102.20,4127.66,4098.79,0.0037
20230331,4109.31,4056.18,4110.75,4056.18,0.0144
20230330,4050.83,4046.74,4057.85,4032.10,0.005699999999999999
20230329,4027.81,3999.53,4030.59,3999.53,0.014199999999999999
20230328,3971.27,3974.13,3979.20,3951.53,-0.0016
20230327,3977.53,3982.93,4003.83,3970.49,0.0016
20230324,3970.99,3939.21,3972.74,3909.16,0.005600000000000001
20230323,3948.72,3959.21,4007.66,3919.05,0.003
20230322,3936.97,4002.04,4039.49,3936.17,-0.0165
20230321,4002.87,3975.89,4009.08,3971.19,0.013000000000000001
20230320,3951.57,3917.47,3956.62,3916.89,0.0089
20230317,3916.64,3958.69,3958.91,3901.27,-0.011000000000000001
20230316,3960.28,3878.93,3964.46,3864.11,0.0176
20230315,3891.93,3876.74,3894.26,3838.24,-0.006999999999999999
20230314,3919.29,3894.01,3937.29,3873.63,0.0165
20230313,3855.76,3835.12,3905.05,3808.86,-0.0015
20230310,3861.59,3912.77,3934.05,3846.32,-0.014499999999999999
20230309,3918.32,3998.66,4017.81,3908.70,-0.018500000000000003
20230308,3992.01,3987.55,4000.41,3969.76,0.0014000000000000002
20230307,3986.37,4048.26,4050.00,3980.31,-0.015300000000000001
20230306,4048.42,4055.15,4078.49,4044.61,0.0007000000000000001
20230303,4045.64,3998.02,4048.29,3995.17,0.0161
20230302,3981.35,3938.68,3990.84,3928.16,0.0076
20230301,3951.39,3963.34,3971.73,3939.05,-0.004699999999999999
20230228,3970.15,3977.19,3997.50,3968.98,-0.003
20230227,3982.24,3992.36,4018.05,3973.55,0.0031
20230224,3970.04,3973.24,3978.25,3943.08,-0.0105
20230223,4012.32,4018.60,4028.30,3969.19,0.0053
20230222,3991.05,4001.83,4017.37,3976.90,-0.0016
20230221,3997.34,4052.35,4052.35,3995.19,-0.02
20230217,4079.09,4077.39,4081.51,4047.95,-0.0028000000000000004
20230216,4090.41,4114.75,4136.54,4089.49,-0.0138
20230215,4147.60,4119.50,4148.11,4103.98,0.0028000000000000004
20230214,4136.13,4126.70,4159.77,4095.01,-0.0003
20230213,4137.29,4096.62,4138.90,4092.67,0.011399999999999999
20230210,4090.46,4068.92,4094.36,4060.79,0.0022
20230209,4081.50,4144.25,4156.23,4069.67,-0.0088
20230208,4117.86,4153.47,4156.85,4111.67,-0.0111
20230207,4164.00,4105.35,4176.54,4088.39,0.0129
20230206,4111.08,4119.57,4124.63,4093.38,-0.0060999999999999995
20230203,4136.48,4136.69,4182.36,4123.36,-0.0104
20230202,4179.76,4158.68,4195.44,4141.88,0.0147
20230201,4119.21,4070.07,4148.95,4037.20,0.0105
20230131,4076.60,4020.85,4077.16,4020.44,0.0146
20230130,4017.77,4049.27,4063.85,4015.55,-0.013000000000000001
20230127,4070.56,4053.72,4094.21,4048.70,0.0025
20230126,4060.43,4036.08,4061.57,4013.29,0.011000000000000001
20230125,4016.22,3982.71,4019.55,3949.06,-0.0002
20230124,4016.95,4001.74,4023.92,3989.79,-0.0007000000000000001
20230123,4019.81,3978.14,4039.31,3971.64,0.011899999999999999
20230120,3972.61,3909.04,3972.96,3897.86,0.0189
20230119,3898.85,3911.84,3922.94,3885.54,-0.0076
20230118,3928.86,4002.25,4014.16,3926.59,-0.015600000000000001
20230117,3990.97,3999.28,4015.39,3984.57,-0.002
20230113,3999.09,3960.60,4003.95,3947.67,0.004
20230112,3983.17,3977.57,3997.76,3937.56,0.0034000000000000002
20230111,3969.61,3932.35,3970.07,3928.54,0.0128
20230110,3919.25,3888.57,3919.83,3877.29,0.006999999999999999
20230109,3892.09,3910.82,3950.57,3890.42,-0.0008
20230106,3895.08,3823.37,3906.19,3809.56,0.022799999999999997
20230105,3808.10,3839.74,3839.74,3802.42,-0.0116
20230104,3852.97,3840.36,3873.16,3815.77,0.0075
20230103,3824.14,3853.29,3878.46,3794.33,-0.004
20221230,3839.50,3829.06,3839.85,3800.34,-0.0025
20221229,3849.28,3805.45,3858.19,3805.45,0.0175
20221228,3783.22,3829.56,3848.32,3780.78,-0.012
20221227,3829.25,3843.34,3846.65,3813.22,-0.004
20221223,3844.82,3815.11,3845.80,3797.01,0.0059
20221222,3822.39,3853.26,3853.26,3764.49,-0.014499999999999999
20221221,3878.44,3839.49,3889.82,3839.49,0.0149
20221220,3821.62,3810.47,3838.24,3795.62,0.001
20221219,3817.66,3853.79,3854.86,3800.04,-0.009000000000000001
20221216,3852.36,3890.91,3890.91,3827.91,-0.0111
20221215,3895.75,3958.37,3958.37,3879.45,-0.024900000000000002
20221214,3995.32,4015.54,4053.76,3965.65,-0.0060999999999999995
20221213,4019.65,4069.38,4100.96,3993.03,0.0073
20221212,3990.56,3939.29,3990.71,3935.30,0.0143
20221209,3934.38,3954.17,3977.02,3933.04,-0.0073
20221208,3963.51,3947.79,3974.19,3935.83,0.0075
20221207,3933.92,3933.28,3957.57,3922.68,-0.0019
20221206,3941.26,3996.63,4001.51,3918.39,-0.0144
20221205,3998.84,4052.02,4052.45,3984.49,-0.0179
20221202,4071.70,4040.17,4080.48,4026.63,-0.0012
20221201,4076.57,4087.14,4100.51,4050.87,-0.0009
20221130,4080.11,3957.18,4080.11,3938.58,0.030899999999999997
20221129,3957.63,3964.19,3976.77,3937.65,-0.0016
20221128,3963.94,4005.36,4012.27,3955.77,-0.0154
20221125,4026.12,4023.34,4034.02,4020.76,-0.0003
20221123,4027.26,4000.30,4033.78,3998.66,0.0059
20221122,4003.58,3965.51,4005.88,3956.88,0.013600000000000001
20221121,3949.94,3956.23,3962.00,3933.34,-0.0039000000000000003
20221118,3965.34,3966.39,3979.89,3935.98,0.0048
20221117,3946.56,3919.26,3954.33,3906.54,-0.0031
20221116,3958.79,3976.82,3983.09,3954.34,-0.0083
20221115,3991.73,4006.41,4028.84,3953.17,0.0087
20221114,3957.25,3977.97,4008.97,3956.40,-0.0089
20221111,3992.93,3963.72,4001.48,3944.82,0.0092
20221110,3956.37,3859.89,3958.33,3859.89,0.0554
20221109,3748.57,3810.94,3818.20,3744.22,-0.0208
20221108,3828.11,3817.02,3859.40,3786.28,0.005600000000000001
20221107,3806.80,3780.71,3813.95,3764.70,0.0096
20221104,3770.55,3766.98,3796.34,3708.84,0.013600000000000001
20221103,3719.89,3733.25,3750.59,3698.15,-0.0106
20221102,3759.69,3852.90,3894.44,3758.68,-0.025
20221101,3856.10,3901.79,3911.79,3843.80,-0.0040999999999999995
20221031,3871.98,3881.85,3893.73,3863.18,-0.0075
20221028,3901.06,3808.26,3905.42,3808.26,0.0246
20221027,3807.30,3834.69,3859.95,3803.79,-0.0060999999999999995
20221026,3830.60,3825.97,3886.15,3824.07,-0.0074
20221025,3859.11,3799.44,3862.85,3799.44,0.0163
20221024,3797.34,3762.01,3810.74,3741.65,0.011899999999999999
20221021,3752.75,3657.10,3757.89,3647.42,0.023700000000000002
20221020,3665.78,3689.05,3736.00,3656.44,-0.008
20221019,3695.16,3703.11,3728.58,3666.51,-0.0067
20221018,3719.98,3746.26,3762.79,3686.53,0.011399999999999999
20221017,3677.95,3638.65,3689.73,3638.65,0.0265
20221014,3583.07,3690.41,3712.00,3579.68,-0.023700000000000002
20221013,3669.91,3520.37,3685.41,3491.58,0.026000000000000002
20221012,3577.03,3590.83,3608.34,3573.86,-0.0033
20221011,3588.84,3595.86,3640.66,3568.45,-0.006500000000000001
20221010,3612.39,3647.51,3652.17,3588.10,-0.0075
20221007,3639.66,3706.74,3706.74,3620.73,-0.027999999999999997
20221006,3744.52,3771.97,3797.93,3739.22,-0.0102
20221005,3783.28,3753.25,3806.91,3722.66,-0.002
20221004,3790.93,3726.46,3791.92,3726.46,0.030600000000000002
20221003,3678.43,3609.78,3698.35,3604.93,0.0259
20220930,3585.62,3633.48,3671.44,3584.13,-0.0151
20220929,3640.47,3687.01,3687.01,3610.40,-0.021099999999999997
20220928,3719.04,3651.94,3736.74,3640.61,0.0197
20220927,3647.29,3686.44,3717.53,3623.29,-0.0021
20220926,3655.04,3682.72,3715.67,3644.76,-0.0103
20220923,3693.23,3727.14,3727.14,3647.47,-0.0172
20220922,3757.99,3782.36,3790.90,3749.45,-0.0084
20220921,3789.93,3871.40,3907.07,3789.49,-0.0171
20220920,3855.93,3875.23,3876.01,3827.54,-0.0113
20220919,3899.89,3849.91,3900.45,3838.50,0.0069
20220916,3873.33,3880.95,3880.95,3837.08,-0.0072
20220915,3901.35,3932.41,3959.14,3888.28,-0.0113
20220914,3946.01,3940.73,3961.94,3912.18,0.0034000000000000002
20220913,3932.69,4037.12,4037.12,3921.28,-0.0432
20220912,4110.41,4083.67,4119.28,4083.67,0.0106
20220909,4067.36,4022.94,4076.81,4022.94,0.015300000000000001
20220908,4006.18,3959.94,4010.50,3944.81,0.0066
20220907,3979.87,3909.43,3987.89,3906.03,0.0183
20220906,3908.19,3930.89,3942.55,3886.75,-0.0040999999999999995
20220902,3924.26,3994.66,4018.43,3906.21,-0.010700000000000001
20220901,3966.85,3936.73,3970.23,3903.65,0.003
20220831,3955.00,4000.67,4015.37,3954.53,-0.0078000000000000005
20220830,3986.16,4041.25,4044.98,3965.21,-0.011000000000000001
20220829,4030.61,4034.58,4062.99,4017.42,-0.0067
20220826,4057.66,4198.74,4203.04,4057.66,-0.0337
20220825,4199.12,4153.26,4200.54,4147.59,0.0141
20220824,4140.77,4126.55,4156.56,4119.97,0.0029
20220823,4128.73,4133.09,4159.77,4124.03,-0.0022
20220822,4137.99,4195.08,4195.08,4129.86,-0.021400000000000002
20220819,4228.48,4266.31,4266.31,4218.70,-0.0129
20220818,4283.74,4273.13,4292.53,4261.98,0.0023
20220817,4274.04,4280.40,4302.18,4253.08,-0.0072
20220816,4305.20,4290.46,4325.28,4277.77,0.0019
20220815,4297.14,4269.37,4301.79,4256.90,0.004
20220812,4280.15,4225.02,4280.47,4219.78,0.0173
20220811,4207.27,4227.40,4257.91,4201.41,-0.0007000000000000001
20220810,4210.24,4181.02,4211.03,4177.26,0.0213
20220809,4122.47,4133.11,4137.30,4112.09,-0.0042
20220808,4140.06,4155.93,4186.62,4128.97,-0.0012
20220805,4145.19,4115.87,4151.58,4107.31,-0.0016
20220804,4151.94,4154.85,4161.29,4135.42,-0.0008
20220803,4155.17,4107.96,4167.66,4107.96,0.015600000000000001
20220802,4091.19,4104.21,4140.47,4079.81,-0.0067
20220801,4118.63,4112.38,4144.95,4096.02,-0.0028000000000000004
20220729,4130.29,4087.33,4140.15,4079.22,0.014199999999999999
20220728,4072.43,4026.13,4078.95,3992.97,0.0121
20220727,4023.61,3951.43,4039.56,3951.43,0.0262
20220726,3921.05,3953.22,3953.22,3910.74,-0.0115
20220725,3966.84,3965.72,3975.30,3943.46,0.0013
20220722,3961.63,3998.43,4012.44,3938.86,-0.009300000000000001
20220721,3998.95,3955.47,3999.29,3927.64,0.009899999999999999
20220720,3959.90,3935.32,3974.13,3922.03,0.0059
